review_id,app_name,package_name,rating,review_date,review_text_original,review_text_clean,skip_flag,skip_category
7b18a3bb-46e0-405f-bfa7-908f81f36358,Mekari Flex,com.mekari.flex,1,2026-04-10,makin naik admin penarikan nya kayanya mau naik haji ya,makin menaiki administrator penarikan ya kayanya mau menaiki haji benar,False,TIDAK_SKIP
7beb5520-cdf3-4227-b7eb-58a9ebe8bea6,Mekari Flex,com.mekari.flex,5,2026-04-08,di absenan aplikasi PT.carefas..mekarinya tidak ada...sebelumnya...makasi,di absenan aplikasi pt.carefas..mekarinya tidak ada..sebelumnya..makasi,False,TIDAK_SKIP
66e60c1b-3179-483f-b87c-ff39570bbf9b,Mekari Flex,com.mekari.flex,2,2026-04-06,chat cs gaada respon sama sekali terkait trouble gimana mau ada solusi hadehhh,chat layanan pelanggan tidak ada merespons sama sekali terkait trouble bagaimana mau ada solusi hadehh,False,TIDAK_SKIP
69265849-00fd-4532-836f-e012ce8b5c16,Mekari Flex,com.mekari.flex,5,2026-04-02,mantap,mantap,True,TERLALU_PENDEK
ea6c8dfe-ae78-4dc3-9894-244f0ca5d4f8,Mekari Flex,com.mekari.flex,5,2026-04-01,limitnya sudah aktif dan saya bisa mengajukan penarikan kapan saja tapi soal waktu cairnya ya tergantung kondisi sistem kadang cepat kadang agak lama tidak ada jaminan pasti berapa jam,limitnya sudah aktif dan saya bisa mengajukan penarikan kapan saja tapi soal waktu mencairkan benar tergantung kondisi sistem kadangkala cepat kadangkala agak lama tidak ada jaminan pasti berapa jam,False,TIDAK_SKIP
03063d26-d3de-49c2-8c4f-6f36c5d6ee0c,Mekari Flex,com.mekari.flex,5,2026-04-01,biaya cairnya ada tapi tidak besar banget saya bandingkan dengan beberapa aplikasi serupa dan kurang lebih sama saja tidak ada yang jauh lebih murah secara signifikan di pasaran sejauh yang saya tahu,biaya mencairkan ada tapi tidak besar banget saya bandingkan dengan beberapa aplikasi serupa dan kurang lebih sama saja tidak ada yang jauh lebih murah secara signifikan di pasaran sejauh yang saya tahu,False,TIDAK_SKIP
bc471975-6e6e-4a3e-9a79-9841fc544c3b,Mekari Flex,com.mekari.flex,5,2026-04-01,saya pernah mencairkan di hari yang sama dua kali pengajuan pertama cepat sekitar satu jam pengajuan kedua lebih lama hampir setengah hari mungkin ada antrian atau batasan sistem yang tidak saya ketahui,saya pernah mencairkan di hari yang sama dua kali ini pengajuan pertama kali cepat sekitar satu jam pengajuan kedua lebih lama hampir setengah hari barangkali ada antrian atau batasan sistem yang tidak saya ketahui,False,TIDAK_SKIP
d4e3e83b-0494-48dc-8749-fbf773a242c9,Mekari Flex,com.mekari.flex,5,2026-04-01,Mantapppp 👍👍👍,mantap,True,TERLALU_PENDEK
23119c80-e835-4cd6-8203-31d7d5b8fc9a,Mekari Flex,com.mekari.flex,1,2026-03-31,Aplikasi parah gak ada kepastian tanggal aktif .sangat membahayakan .misi awal membantu setiap karyawan jika ada kebutuhan dadakan tapi bukannya misi berhasil malah bikin masalah .adanya sistem dinonaktifkan sementara membuat pemakai mekari flex terganggu dan gak nyaman.kedepan jika semua sudah membaik saya pasti unistall ne aplikasi soalnya bakal timbul kecewa,aplikasi parah tidak ada kepastian tarikh aktif .sangat membahayakan .misi mulai membantu setiap karyawan jika ada kebutuhan dadakan tapi bukannya misi berhasil malah membuat masalah .adanya sistem dinonaktifkan sementara membuat pemakai mekari flex terganggu dan tidak nyaman.kedepan jika semuanya sudah membaik saya pasti unistall ini aplikasi karena bakal timbul kecewa,False,TIDAK_SKIP
a069a223-ebc4-472b-b7a6-2e80b6593b8d,Mekari Flex,com.mekari.flex,5,2026-03-25,bagusin ajha tolong buka,bagusin saja mohon buka,False,TIDAK_SKIP
ba62080b-e377-4704-8d56-87ecc854e021,Mekari Flex,com.mekari.flex,2,2026-03-10,gak bisa login,tidak bisa login,False,TIDAK_SKIP
1e5ac812-f9ce-4553-8ed8-f5e476b52a66,Mekari Flex,com.mekari.flex,1,2026-03-10,gara gara ganti NUC ga bisa dibuka udah bilang ke HR cuma disuruh nunggu nanya CS mekari disuruh lapor HR ini masalahnya dimna ? di HR apa di MEKARINYA !,gara gara ganti nuc tidak bisa dibuka sudah mengatakan ke hr hanya disuruh menunggu bertanya layanan pelanggan mekari disuruh lapor hr ini masalahnya dimna ? di hr apa di mekarinya !,False,TIDAK_SKIP
88660ed4-64ac-4ed6-ad99-6c82f768d4ee,Mekari Flex,com.mekari.flex,5,2026-03-10,bagus lah pokoknya,bagus lah pokoknya,False,TIDAK_SKIP
c0469aa8-bbd7-41dd-aa39-d8d9176792be,Mekari Flex,com.mekari.flex,5,2026-03-05,mantab sangat membantu trimakasih,bagus sangat membantu terima kasih,False,TIDAK_SKIP
ae2508fb-42ca-4fd7-8599-af21c74a9349,Mekari Flex,com.mekari.flex,5,2026-03-04,sanggat membantuu,sangat membantuu,True,TERLALU_PENDEK
88962837-b7bb-466e-8294-3b454cac2f57,Mekari Flex,com.mekari.flex,1,2026-03-02,pembaruan sistem dilakukan secara berkala,pembaruan sistem dilakukan secara berkala,False,TIDAK_SKIP
a8db027c-df2b-4dfa-8403-0af00b49f53f,Mekari Flex,com.mekari.flex,4,2026-03-02,👍🏻,,True,TERLALU_PENDEK
530b5284-3c32-41af-9fa9-e3d81f9b5e29,Mekari Flex,com.mekari.flex,5,2026-03-01,mekari tidak bisa login,mekari tidak bisa login,False,TIDAK_SKIP
4da31a22-c9b9-4ee5-8393-d78163d0d77e,Mekari Flex,com.mekari.flex,5,2026-03-01,membantu utk kebutuhan yg mendesak,membantu untuk kebutuhan yang mendesak,False,TIDAK_SKIP
f1df75e0-d813-4582-81b4-4beb29842781,Mekari Flex,com.mekari.flex,5,2026-03-01,pelayanan yg baik,pelayanan yang baik,False,TIDAK_SKIP
4539ee81-2df4-411c-bcab-032659a421c4,Mekari Flex,com.mekari.flex,5,2026-02-28,saya pernah tanya ke cs soal rincian biayanya dan mereka menjelaskan dengan cukup jelas strukturnya seperti apa jadi saya bisa memutuskan dengan lebih informed apakah mau lanjut pakai layanan ini atau tidak,saya pernah bertanya ke layanan pelanggan soal rincian biayanya dan mereka menjelaskan dengan cukup jelas strukturnya seperti apa jadi saya bisa memutuskan dengan lebih informed apakah mau lanjut memakai layanan ini atau tidak,False,TIDAK_SKIP
d9ac5033-f60f-4554-acc8-dc272dc141ea,Mekari Flex,com.mekari.flex,5,2026-02-28,saya sudah hitung biaya cairnya dan dibandingkan dengan manfaat yang saya dapat hasilnya impas tidak untung tidak rugi tergantung situasi apakah memang mendesak atau tidak sebelum memutuskan menggunakan layanan ini,saya sudah hitung biaya mencairkan dan dibandingkan dengan manfaat yang saya dapat hasilnya impas tidak untung tidak rugi tergantung situasi apakah sungguh mendesak atau tidak sebelum memutuskan menggunakan layanan ini,False,TIDAK_SKIP
6b040b51-c6e8-431c-8c26-259304d99d41,Mekari Flex,com.mekari.flex,5,2026-02-28,sangat bagus,sangat bagus,True,TERLALU_PENDEK
52168639-f6d1-4375-af10-16929e8224cf,Mekari Flex,com.mekari.flex,1,2026-02-26,riwayat transaksi tersimpan di dalam aplikasi,riwayat bertransaksi tersimpan di di dalam aplikasi,False,TIDAK_SKIP
3453c703-e5e7-48e5-932a-aae2df086f49,Mekari Flex,com.mekari.flex,5,2026-02-23,Ok,baik,True,TERLALU_PENDEK
cb9b1d4e-6dd5-44f1-bb44-457efc838801,Mekari Flex,com.mekari.flex,5,2026-02-16,mantap dan mudah,mantap dan gampang,False,TIDAK_SKIP
678cc37c-f9f3-410f-ac65-c6550d608d0e,Mekari Flex,com.mekari.flex,5,2026-02-10,plexibel,plexibel,True,TERLALU_PENDEK
105d30af-caee-4461-b1a7-1b00bd7a529d,Mekari Flex,com.mekari.flex,5,2026-02-06,"saya kasih b5, semoga ada fitur QRIS nya diMEKARI FLEX.. Amin","saya kasih b5, mudah-mudahan ada fitur aplikasi qris ya dimekari flex.. semoga dikabulkan",False,TIDAK_SKIP
9242b392-e39f-4109-9a60-d4c3079828f5,Mekari Flex,com.mekari.flex,1,2026-02-06,sekarang ud g jelas..support wa nya late respon ditambah skrg flext intallmentnya Uda ga ada....bener2 ud g jls msa improvement berbulan2..blg aj ud g kerjasama Lagi sama akseleran,sekarang sudah tidak jelas..support aplikasi whatsapp ya late merespons ditambah sekarang flext intallmentnya sudah tidak ada..bener2 sudah tidak jelas masa improvement berbulan2..blg saja sudah tidak kerjasama lagi sama akseleran,False,TIDAK_SKIP
f885e025-da41-463e-8d4c-38974cf7976b,Mekari Flex,com.mekari.flex,5,2026-02-03,dana yang saya cairkan jumlahnya tidak besar tapi tetap butuh waktu sekitar empat jam untuk masuk ke rekening saya rasa wajar saja karena ini bukan transfer biasa ada proses verifikasi dari pihak perusahaan juga,dana yang saya cairkan jumlahnya tidak besar tapi tetap membutuhkan waktu sekitar empat jam untuk masuk ke rekening saya rasa wajar saja karena ini bukan transfer biasa ada proses memverifikasi dari pihak perseroan juga,False,TIDAK_SKIP
63b2d372-7824-47c2-9610-5db1fbf3462c,Mekari Flex,com.mekari.flex,5,2026-02-03,lumayan bagus,lumayan bagus,True,TERLALU_PENDEK
e5443bb0-696a-4da3-ba2c-9007c8f58846,Mekari Flex,com.mekari.flex,5,2026-02-02,"sangat berguna,dan mudah dala membantu kita terhindar dari pinjol","sangat berguna,dan gampang dala membantu kita terhindar dari pinjol",False,TIDAK_SKIP
f4d78cac-8151-4a0f-9aed-3233c300c7d1,Mekari Flex,com.mekari.flex,5,2026-02-02,"sekarang suka sering gangguan sistem, Knpa ya ? tpi ttep saya kasih bintang 5","sekarang menyukai sering gangguan sistem, kenapa benar ? tapi tetap saya kasih bintang 5",False,TIDAK_SKIP
f743fa54-e9d2-428c-addf-3cbfe5f75766,Mekari Flex,com.mekari.flex,5,2026-02-02,"sangat membantu,, tetapi kenapa limitnya selalu dikurangi terus,, ini yg ketiga limit saya dikurangi,, semoga bisa naikkan kembali limit saya seperti diawal yg lalu, terimakasih.","sangat membantu,, namun mengapa limitnya selalu dikurangi terus,, ini yang ketiga limit saya dikurangi,, mudah-mudahan bisa naikkan kembali limit saya seperti diawal yang lalu, terimakasih.",False,TIDAK_SKIP
54fc2651-be67-4519-acb5-c232f8417b10,Mekari Flex,com.mekari.flex,5,2026-02-01,sudah lebih baik dan membantu,sudah lebih baik dan membantu,False,TIDAK_SKIP
29e62261-0979-4d86-b417-3d49fb24fcfc,Mekari Flex,com.mekari.flex,4,2026-02-01,sangat andal dipakai bertahun-tahun tidak pernah bermasalah,sangat andal dipakai bertahun-tahun tidak pernah bermasalah,False,TIDAK_SKIP
74f2181a-2ba9-4e39-ab46-42d712393d81,Mekari Flex,com.mekari.flex,5,2026-01-31,mekari flex sangat membantu bila saya sedang memerlukan dana yg mendadak ketika dompet menipis 😁,mekari flex sangat membantu jika saya sedang memerlukan dana yang mendadak ketika dompet menipis,False,TIDAK_SKIP
5e5c4886-aa2d-4763-9991-91e31bd995de,Mekari Flex,com.mekari.flex,5,2026-01-31,sangat baik,sangat baik,True,TERLALU_PENDEK
d6ab1e11-848b-4d5d-90cc-7e802a464995,Mekari Flex,com.mekari.flex,1,2026-01-28,"terlalu lama proses peminjaman , dan tidak bisa di buat jadi uang darurat krna terlalu lama prosesnya dan tidak bisa fleksibel .!!!!","amat sangat lama proses peminjaman , dan tidak bisa di untuk jadi uang darurat karena amat sangat lama prosesnya dan tidak bisa fleksibel .!!",False,TIDAK_SKIP
47556256-be38-46b0-98fd-4be8446625a3,Mekari Flex,com.mekari.flex,5,2026-01-26,mantab cepat,bagus cepat,True,TERLALU_PENDEK
c4159c7c-6858-4122-8b2e-5b4b76754d00,Mekari Flex,com.mekari.flex,5,2026-01-13,Bermanfaat dan berguna sekali Aplikasi Mekari sukses selalu dan sehat selalu yg kerja di aplikasi Mekari Salam dari PT CAREFAST GRAND INDONESIA,bermanfaat dan bermanfaat sekali aplikasi mekari sukses selalu dan sehat selalu yang kerja di aplikasi mekari salam dari perseroan terbatas carefast grand indonesia,False,TIDAK_SKIP
41b027a7-c594-457a-a182-2b46d5c2a5c6,Mekari Flex,com.mekari.flex,5,2026-01-12,sangat membantu bagi karyawan,sangat membantu bagi karyawan,False,TIDAK_SKIP
e85f5374-5857-4737-bcfa-bad160143849,Mekari Flex,com.mekari.flex,1,2026-01-12,saldo sudah masuk tagihan perhari. tapi saldo harian belum belum muncul?? tolong di jelaskan itu min.,saldo sudah masuk penagihan perhari. tapi saldo per hari belum belum muncul?? mohon di jelaskan itu min.,False,TIDAK_SKIP
c42adff7-486c-4f30-a243-002bfc2b6c49,Mekari Flex,com.mekari.flex,1,2026-01-12,"saldo nya telat terus harus tgl 10 ini malah kosong,giliran bayar gesit..di perbaiki lah tolong..perusahaan tempat saya kerja sudah 5 thn jadi partner mekari","saldo ya terlambat terus harus tanggal 10 ini malah kosong,giliran membayar gesit..di perbaiki lah tolong..perusahaan tempat saya kerja sudah 5 tahun jadi partner mekari",False,TIDAK_SKIP
63a205de-bbca-42a7-a84e-a15906a22b1d,Mekari Flex,com.mekari.flex,1,2026-01-11,GK pasti kapan bisa di tarik saldonya,tidak pasti kapan bisa di tarik saldonya,False,TIDAK_SKIP
c7c39e40-39f6-45b9-a4e2-d9ee4bac1da9,Mekari Flex,com.mekari.flex,5,2026-01-11,"tidak konsisten seharus nya klw memang tgl 10 bisa d tarik ya sudah saldo nya juga munculkan, jangan nol trus, coba tolong lebih d tingkatkan lg supaya lebih enak menggunalan mekari nya","tidak konsisten seharus ya kalau sungguh tanggal 10 bisa di tarik benar sudah saldo ya juga munculkan, jangan nol trus, mencoba mohon lebih di tingkatkan lagi supaya lebih enak menggunalan mekari ya",False,TIDAK_SKIP
92c79793-eb54-4a2d-8aa3-05beb5881abb,Mekari Flex,com.mekari.flex,5,2026-01-10,kenapa saldo ga tersedia sekarang,mengapa saldo tidak tersedia sekarang,False,TIDAK_SKIP
217bb43e-faf1-414b-a680-eb369c54718b,Mekari Flex,com.mekari.flex,5,2026-01-07,menyenangkan,menyenangkan,True,TERLALU_PENDEK
43caa47a-d850-4187-9021-fa0e26655568,Mekari Flex,com.mekari.flex,5,2026-01-03,good,bagus,True,TERLALU_PENDEK
e946b6fc-c3c9-4854-b973-e375f05d057f,Mekari Flex,com.mekari.flex,5,2026-01-02,sangat bermanfaat,sangat bermanfaat,True,TERLALU_PENDEK
81d63840-9340-49ce-a12e-6372edc80ab2,Mekari Flex,com.mekari.flex,5,2026-01-02,sangat membantu.,sangat membantu.,True,TERLALU_PENDEK
0715339d-9cfa-4278-8f30-dea31cc6f622,Mekari Flex,com.mekari.flex,5,2026-01-02,🫰🫰🫰,,True,TERLALU_PENDEK
276b501e-ec10-4d8c-9a17-8e52ded3afe7,Mekari Flex,com.mekari.flex,4,2026-01-01,dengan saldo yg besar dan tendor minimal 3x (3bln) pasti sangat membantu dari pada kita pinjam ke pinjol,dengan saldo yang besar dan tendor minimal 3 kali (3bln) pasti sangat membantu dari kepada kita meminjam ke pinjol,False,TIDAK_SKIP
b69fcfff-092a-4510-8ed6-6865bbb1c2f4,Mekari Flex,com.mekari.flex,5,2026-01-01,Top bgt,bagus banget,True,TERLALU_PENDEK
b1e69ae9-39be-41a9-93fb-1f2d5b094e1d,Mekari Flex,com.mekari.flex,5,2026-01-01,klau bisa limit ya di naikan lagi,kalau bisa limit benar di naikan lagi,False,TIDAK_SKIP
78d69a66-6993-4419-bd8a-5f198e8ced5d,Mekari Flex,com.mekari.flex,5,2026-01-01,👍,,True,TERLALU_PENDEK
1bbe71ca-ca7a-45f9-af72-472c99c32c91,Mekari Flex,com.mekari.flex,5,2026-01-01,alhamdulillah,segala puji bagi allah,False,TIDAK_SKIP
17f6ad59-59a1-4443-b555-11fbadf74a2a,Mekari Flex,com.mekari.flex,3,2025-12-31,proses nya lama sekali 10harian,proses ya lama sekali 10harian,False,TIDAK_SKIP
fd6451a8-2687-4a36-b564-ed62e56a20f0,Mekari Flex,com.mekari.flex,5,2025-12-31,sangat membantu disaat urgent,sangat membantu disaat urgent,False,TIDAK_SKIP
59090910-0db7-43fb-934d-6a4b59568cf9,Mekari Flex,com.mekari.flex,1,2025-12-30,ga bisa tarik saldo kenapa ya..padahal saldo harian sudah ada,tidak bisa tarik saldo mengapa ya..padahal saldo per hari sudah ada,False,TIDAK_SKIP
c350bf30-1e81-48a0-83c7-fc29d4b264e1,Mekari Flex,com.mekari.flex,1,2025-12-30,"potongan admin nya terlalu besar pas tariksaldo.awalnya enak,lalu ketagihan karena butuh.nominal saldo nya gak berubah masih kecil pinjamannya.padahal potongannya sangat tdk masuk akal ketika top'up.adminnya gede....","pemotongan administrator ya amat sangat besar pas tariksaldo.awalnya enak,lalu ketagihan karena butuh.nominal saldo ya tidak berubah masih kecil pinjamannya.padahal potongannya sangat tidak masuk akal ketika top'up.adminnya gede..",False,TIDAK_SKIP
76f471bc-c695-4a91-b0af-8d1f1a517e19,Mekari Flex,com.mekari.flex,5,2025-12-29,tolong dibukakan punya syaa dinonaktifkan minta bantu di buka,mohon dibukakan punya syaa dinonaktifkan meminta membantu di buka,False,TIDAK_SKIP
af433791-a4a6-4f7f-83f6-215d2889bd33,Mekari Flex,com.mekari.flex,5,2025-12-26,sebelum nya mohon maff kalau bole tw knp mekari di non aktifkan sementara,sebelum ya mohon maff kalau boleh tahu kenapa mekari di non aktifkan sementara,False,TIDAK_SKIP
4a4d3151-afa4-4254-a431-05f837fcb926,Mekari Flex,com.mekari.flex,4,2025-12-21,semoga biaya admin dikurangi,mudah-mudahan biaya administrator dikurangi,False,TIDAK_SKIP
0eff4ad6-9cd1-4264-be2a-7507641026aa,Mekari Flex,com.mekari.flex,5,2025-12-21,top,bagus,True,TERLALU_PENDEK
893765be-db38-4fc5-85c5-3c92b62b3eb9,Mekari Flex,com.mekari.flex,5,2025-12-21,Mqntap,mqntap,True,TERLALU_PENDEK
dc2ff5b1-5c3e-4f5c-a79e-a3c5f3d903c9,Mekari Flex,com.mekari.flex,5,2025-12-20,"sangat membantu sekali. Apakah semua perusahaan terhubung dengan mekari? jadi apabila pindah perusahan, karyawan tetap bisa menggunakan mekari. Terima kasih.","sangat membantu sekali. apakah semuanya perseroan terhubung dengan mekari? jadi jika pindah perusahan, karyawan tetap bisa menggunakan mekari. terima kasih.",False,TIDAK_SKIP
021b98bb-c8b7-475a-87fb-d171aea209a9,Mekari Flex,com.mekari.flex,1,2025-12-11,gajelas tidak ada saldo,tidak jelas tidak ada saldo,False,TIDAK_SKIP
5c162a93-b904-4c2f-b4d4-3b734ba864f6,Mekari Flex,com.mekari.flex,1,2025-12-11,"lah ini knp ya saldo nya ko 0 ya ,, waduh kacau , ga ada notif sama sekali ,tiba2 saldo Rp.0 payah payah , ga sanggup udh ya , wkwkwk","lah ini kenapa benar saldo ya kok 0 benar ,, waduh kacau , tidak ada notifikasi sama sekali ,tiba2 saldo rp.0 buruk buruk , tidak sanggup sudah benar , haha",False,TIDAK_SKIP
4ee76956-fa90-42b4-95d0-fcc1ccf0a867,Mekari Flex,com.mekari.flex,5,2025-12-10,sengaja saya kasih B5 biar di baca.. saya boleh kasih saran gak si..! biasanya mekari itu bisa di cairkan di tgl:10 tp sampai saat ini saldo limit masih 0.. saran saya KLO bisa limit di kembalikan di tgl:9 sudah tersedia.. jdi di tgl:10 karyawan tinggal mengajukan.. tgl:10 saja limit masih 0 belum nunggu di ACCnyaa.. namanya keperluan orng kan berbeda beda.. KLO seperti ini trs kesian yg punya janji pasti meleset trs,sengaja saya kasih b5 biar di baca.. saya dapat kasih saran tidak si..! biasanya mekari itu bisa di cairkan di tgl:10 tapi hingga saat ini saldo limit masih 0.. saran saya kalau bisa limit di kembalikan di tgl:9 sudah tersedia.. jadi di tgl:10 karyawan tinggal mengajukan.. tgl:10 saja limit masih 0 belum menunggu di accnyaa.. namanya keperluan orang kan berbeda beda.. kalau seperti ini terus kesian yang punya janji pasti meleset terus,False,TIDAK_SKIP
345b8d90-d971-446e-8111-923ac43763d5,Mekari Flex,com.mekari.flex,4,2025-12-04,sistem berjalan lancar dan cepat tidak pernah lemot,sistem berjalan lancar sekali dan cepat tidak pernah lambat,False,TIDAK_SKIP
f4da3ef2-e8eb-4548-8372-d8d9fe97c004,Mekari Flex,com.mekari.flex,4,2025-12-04,"sebenernya ini membantu ketika lagi ditanggal tua. Tapi aplikatornya ga konsisten, dan terlalu sepihak. limit di adjust semaunya tanpa ada kejelasan alasan tiba2 limit turun atau naik. Sedangkan kita udah terlajur ambil semua limit dalam 1 bulan, namun dibulan berikutnya limit tiba2 berubah menjadi berkurang. Tolong tingkatkan konsistensi dan keterbukaannya.","sebenarnya ini membantu ketika lagi ditanggal tua. tapi aplikatornya tidak konsisten, dan amat sangat sepihak. limit di adjust semaunya tanpa ada ada kejelasan alasan tiba-tiba limit menurun atau naik. sedangkan kita sudah terlajur ambil semuanya limit di dalam 1 bulan, akan tetapi dibulan berikutnya limit tiba-tiba berubah menjadi berkurang. mohon tingkatkan konsistensi dan keterbukaannya.",False,TIDAK_SKIP
1494531a-2ef9-461b-a798-b9e3d8c09e43,Mekari Flex,com.mekari.flex,5,2025-12-01,tolong limit a di naikkan,mohon limit a di naikkan,False,TIDAK_SKIP
d5d85d0d-a74b-42e3-8a4d-449456f3d426,Mekari Flex,com.mekari.flex,1,2025-12-01,Punya masalah..lapor ke CS tanggapan lama sekali dan sekalinya ditanggapi gajelas jawabannya cs nya seperti malas menanggapinya yg bernama nadine..sedangkan pemotongan gaji cepat langsung tanggap tanpa aba aba..giliran ada masalah sperti bodo amat... sya mau melapor limit sya ga ada padahal gaji sya sudah dipotong langsung oleh mekari..pemakaian di tgl 23 november 2025..pemotongan gaji 30 november 2025..tapi di mekari tidak ada laporan dan limit nomalnya 0 tidak bertambah..lapor ke CS cuek aja..,punya masalah..lapor ke layanan pelanggan tanggapan lama sekali dan sekalinya ditanggapi tidak jelas jawabannya layanan pelanggan ya seperti enggan menanggapinya yang bernama nadine..sedangkan pemotongan gaji cepat segera tanggap tanpa ada aba aba..giliran ada masalah seperti bodo amat.. saya mau melapor limit saya tidak ada padahal gaji saya sudah dipotong segera oleh mekari..pemakaian di tanggal 23 november 2025..pemotongan gaji 30 november 2025..tapi di mekari tidak ada laporan dan limit nomalnya 0 tidak bertambah..lapor ke layanan pelanggan cuek aja..,False,TIDAK_SKIP
0d276a55-adf1-4d39-9fd7-82eba2a7e52c,Mekari Flex,com.mekari.flex,5,2025-12-01,mantab,bagus,True,TERLALU_PENDEK
1da7b8ca-35f6-4388-99cf-751796f99614,Mekari Flex,com.mekari.flex,5,2025-12-01,pateeen kaleee,pateen kalee,True,TERLALU_PENDEK
a5053af8-cd34-4c43-a46e-0912e4e52be9,Mekari Flex,com.mekari.flex,5,2025-12-01,membantu untuk hal yang di butuhkan. limit yang baik bunga nya yang ringan. cuman sayang tidak ada cicil bulanannya,membantu untuk hal yang di butuhkan. limit yang baik suku bunga ya yang ringan. hanya sayang tidak ada cicil bulanannya,False,TIDAK_SKIP
c0724205-ac6e-436b-b57a-1283a4c9975d,Mekari Flex,com.mekari.flex,4,2025-11-25,"hari ini saya tidak bisa log in, selalu gagal","hari ini saya tidak bisa log in, selalu gagal",False,TIDAK_SKIP
28525afd-4c0c-4767-9020-ce74a1d7a614,Mekari Flex,com.mekari.flex,5,2025-11-18,bagus,bagus,True,TERLALU_PENDEK
1f559467-e7c6-4ae2-a313-03f63b3622df,Mekari Flex,com.mekari.flex,1,2025-11-16,"Makin kesini biaya admin nya naik terus, skrng di 25k, misal 3x tarik cash, udah 75k kena potongan, mending usul ke kantor ga ush ada gini ginian","makin ke sini biaya administrator ya menaiki terus, sekarang di 25k, misal 3 kali tarik cash, sudah 75k kena potongan, mending usul ke pejabat tidak usah ada begini beginian",False,TIDAK_SKIP
d96d3825-428b-46b5-b256-8bf460091026,Mekari Flex,com.mekari.flex,2,2025-11-13,bisa ganti akun gak kak.,bisa ganti akun pengguna tidak kak.,False,TIDAK_SKIP
2c320e12-9590-4387-bdaf-e667172d1ccf,Mekari Flex,com.mekari.flex,1,2025-11-13,ga pernah di acc huh,tidak pernah di menyetujui huh,False,TIDAK_SKIP
ff3b2f1e-97dd-474b-96ae-69823182f658,Mekari Flex,com.mekari.flex,5,2025-11-13,"keren apknya ,,sangat membantu saat kepepet ,,,caranya pun sangat mudaj dan cepat","keren aplikasinya ,,sangat membantu saat kepepet ,,caranya pun sangat mudaj dan cepat",False,TIDAK_SKIP
db6fc8bd-96f4-43cd-9632-bd91275260c9,Mekari Flex,com.mekari.flex,1,2025-11-10,saya kasih bintang 1 dulu...approvalnya susah lambat penangannya,saya kasih bintang 1 dulu..approvalnya sulit lambat penangannya,False,TIDAK_SKIP
e0a0efc8-02a9-4ad2-b277-834ddce579bc,Mekari Flex,com.mekari.flex,5,2025-11-05,"mantap, cepat cair ya","mantap, cepat cair benar",False,TIDAK_SKIP
7c74349e-0cfa-4497-8e0b-afedb4c0ef30,Mekari Flex,com.mekari.flex,5,2025-11-01,"Saya sudah,gunakan aplikasi mekari mngkin sudah hampir setahun,tpi belum melandpatkan voucher,untuk aplikasinya sih,bagus juga buat bantu-bantu susah dikit,mohon sedikit ada perubahanlah maaf atas ulasan saya,yg mngkin kurang baik,🙏🙏 saya tambahkan bintang walaupun,masih ada sedikit keluhan, tolonglah limitnya seperti bulan-bulan kemarin terimakasih 🙏🙏","saya sudah,gunakan aplikasi mekari mungkin sudah hampir setahun,tpi belum melandpatkan voucher,untuk aplikasinya sih,bagus juga untuk bantu-bantu sulit dikit,mohon sedikit ada perubahanlah mohon maaf atas ulasan saya,yg mungkin kurang baik, saya tambahkan bintang walaupun,masih ada sedikit keluhan, tolonglah limitnya seperti bulan-bulan kemarin terima kasih",False,TIDAK_SKIP
8f810f35-fc49-4ab1-a2a0-df0dc505c928,Mekari Flex,com.mekari.flex,5,2025-11-01,sangat membantu dan tingkatan dalam pelayanan,sangat membantu dan tingkatan di dalam pelayanan,False,TIDAK_SKIP
d98f8ea8-5b58-43ff-8c0f-3476bf682981,Mekari Flex,com.mekari.flex,5,2025-11-01,sangat terbantu,sangat terbantu,True,TERLALU_PENDEK
312af427-8ea2-4810-a68a-875d71cf4d1b,Mekari Flex,com.mekari.flex,2,2025-10-30,ini aplikasi apaan sih gajebo benerrr kalau gak niat ya jgn bikin aplikasi dong,ini aplikasi apaan sih gajebo benar kalau tidak niat benar jangan membuat aplikasi tolong,False,TIDAK_SKIP
228164f1-dc47-4e6d-9ebf-79a1a7e8840e,Mekari Flex,com.mekari.flex,5,2025-10-26,sangat membantu sekali tapi sayangnya limit cuman sedikit 🙏,sangat membantu sekali tapi sayangnya limit hanya sedikit,False,TIDAK_SKIP
e8468884-c82a-484a-867d-de4763bf9c24,Mekari Flex,com.mekari.flex,2,2025-10-16,"NGEBANTU SIH, TAPI TOLONG LAH MASA PENARIKAN ADMIN NYA LEBIH DARI 30RB. PADAHAL INI BUKAN PINJOL TAPI GAJI KITA SNDIRI.. ADMIN 10RB MASIH WAJAR LAH, LAH INI 30RBAN.. GILA AJA..","membantu sih, tapi mohon lah masa penarikan administrator ya lebih dari 30rb. padahal ini bukan pinjol tapi gaji kita sndiri.. administrator 10rb masih wajar lah, lah ini 30rban.. gila aja..",False,TIDAK_SKIP
ce43946e-1525-4248-a012-9ba52066a4d5,Mekari Flex,com.mekari.flex,5,2025-10-11,sulit tuk verifikasi data,rumit untuk memverifikasi data,False,TIDAK_SKIP
